Time	Reads	ID
2	32	1008
4	32	1009
2	32	1010
4	32	1011
4	32	1012
2	32	1013
2	32	1014
2	32	1015
2	6	1016
4	26	1016
4	32	1017
2	5	1018
4	27	1018
2	10	1019
4	22	1019
4	32	1020
9	1	1021
2	6	1022
3	1	1022
4	25	1022
2	32	1023
2	32	1024
3	1	1025
4	31	1025
9	1	1026
2	32	1027
4	32	1028
2	1	1029
9	1	1029
2	8	1030
4	24	1030
4	32	1031
2	9	1032
4	23	1032
2	4	1033
4	28	1033
3	32	1034
2	32	1035
2	15	1036
4	17	1036
3	32	1037
4	32	1038
2	32	1039
9	1	1040
2	32	1041
4	32	1042
2	32	1043
2	3	1044
4	29	1044
2	18	1045
4	14	1045
2	7	1046
3	1	1046
4	24	1046
4	32	1047
2	32	1048
2	18	1049
3	1	1049
4	13	1049
4	32	1050
2	32	1051
2	32	1052
2	32	1053
2	32	1054
9	1	1055
2	9	1056
4	23	1056
2	4	1057
3	17	1057
4	11	1057
2	5	1058
3	1	1058
4	26	1058
2	32	1059
2	32	1060
2	32	1061
2	32	1062
4	32	1063
3	32	1064
2	18	1065
4	14	1065
2	10	1066
4	22	1066
4	32	1067
2	6	1068
4	26	1068
2	2	1069
4	30	1069
2	7	1070
4	25	1070
2	11	1071
4	21	1071
2	11	1072
4	21	1072
2	31	1073
4	1	1073
9	1	1074
10	1	1074
4	32	1075
2	5	1076
4	27	1076
3	1	1077
4	30	1077
5	1	1077
2	8	1078
3	1	1078
4	23	1078
2	32	1079
2	32	1080
4	32	1081
2	14	1082
4	18	1082
9	1	1083
14	1	1083
17	2	1083
2	12	1084
4	20	1084
2	23	1085
4	9	1085
2	32	1086
2	6	1087
4	26	1087
2	7	1088
3	1	1088
4	24	1088
4	32	1089
2	8	1090
4	24	1090
2	32	1091
2	5	1092
4	27	1092
2	32	1093
2	32	1094
3	2	1095
4	30	1095
2	32	1096
4	32	1097
2	32	1098
2	11	1099
4	21	1099
9	1	1100
2	6	1101
4	26	1101
3	1	1102
4	31	1102
4	32	1103
4	32	1104
2	32	1105
2	32	1106
2	32	1107
3	19	1108
2	13	1109
2	13	1110
4	19	1110
4	32	1111
2	32	1112
4	32	1113
2	3	1114
4	29	1114
2	32	1115
2	5	1116
4	26	1116
12	1	1116
2	32	1117
2	18	1118
3	14	1118
2	32	1119
9	1	1120
2	32	1121
4	32	1122
2	14	1123
4	18	1123
4	32	1124
9	1	1125
2	16	1126
3	1	1126
4	14	1126
13	1	1126
2	21	1127
2	11	1128
2	11	1129
3	1	1129
4	20	1129
3	1	1130
4	31	1130
3	32	1131
2	5	1132
3	1	1132
4	26	1132
2	17	1133
4	15	1133
2	5	1134
4	27	1134
8	1	1135
9	1	1135
10	1	1135
2	16	1136
4	16	1136
2	5	1137
4	27	1137
4	32	1138
4	32	1139
4	25	1140
9	2	1141
2	7	1142
4	32	1143
2	8	1144
4	24	1144
4	31	1145
5	1	1145
5	3	1146
8	1	1146
9	2	1146
10	2	1146
13	2	1146
16	1	1146
18	2	1146
10	1	1147
5	1	1148
6	5	1148
7	3	1148
8	2	1148
10	2	1148
5	1	1149
7	2	1149
9	2	1149
4	32	1150
2	7	1151
4	25	1151
2	32	1152
2	32	1153
3	1	1154
4	31	1154
2	32	1155
2	12	1156
4	20	1156
2	32	1157
2	32	1158
4	28	1159
2	3	1160
3	1	1160
9	1	1161
2	32	1162
4	2	1163
5	1	1163
6	2	1163
7	3	1163
8	1	1163
9	3	1163
12	3	1163
17	2	1163
6	1	1164
8	1	1164
9	3	1164
10	1	1164
12	2	1164
5	1	1165
6	2	1165
9	1	1165
14	1	1165
17	1	1165
10	1	1166
4	32	1167
2	25	1168
2	7	1169
4	32	1170
4	32	1171
2	8	1172
3	6	1172
4	13	1172
2	5	1173
4	32	1174
2	32	1175
2	32	1176
2	7	1177
4	25	1177
4	31	1178
5	1	1178
9	1	1179
4	32	1180
4	32	1181
9	1	1182
2	10	1183
4	22	1183
2	32	1184
9	1	1185
2	32	1186
4	30	1187
7	2	1187
4	32	1188
2	9	1189
4	23	1189
4	32	1190
2	5	1191
4	27	1191
4	32	1192
3	32	1193
2	32	1194
2	32	1195
5	1	1196
6	3	1196
7	1	1196
8	2	1196
10	4	1196
11	6	1196
12	4	1196
13	3	1196
14	3	1196
15	1	1196
16	3	1196
17	1	1196
4	32	1197
4	32	1198
4	32	1199
2	32	1200
3	10	1201
7	5	1201
13	1	1201
14	1	1201
15	8	1201
14	7	1202
2	2	1203
4	30	1203
2	32	1204
2	6	1205
4	26	1205
2	32	1206
2	17	1207
4	15	1207
2	9	1208
4	23	1208
2	32	1209
9	1	1210
3	32	1211
2	17	1212
4	15	1212
4	32	1213
2	32	1214
2	1	1215
4	31	1215
9	1	1216
2	3	1217
4	29	1217
2	31	1218
4	1	1218
2	32	1219
2	5	1220
4	27	1220
2	32	1221
2	18	1222
4	14	1222
4	32	1223
2	32	1224
4	32	1225
9	1	1226
2	32	1227
4	32	1228
2	26	1229
4	6	1229
2	9	1230
4	23	1230
2	32	1231
2	7	1232
4	25	1232
2	12	1233
4	20	1233
2	32	1234
2	2	1235
4	30	1235
2	2	1236
4	28	1236
5	1	1236
7	1	1236
9	1	1237
2	31	1238
4	1	1238
4	32	1239
4	32	1240
4	32	1241
2	32	1242
2	32	1243
2	30	1244
4	1	1244
7	1	1244
9	1	1245
9	1	1246
3	1	1247
4	31	1247
2	7	1248
4	25	1248
2	32	1249
2	32	1250
2	16	1251
3	1	1251
4	15	1251
2	32	1252
4	22	1253
2	10	1254
3	1	1255
4	31	1255
4	32	1256
2	13	1257
4	19	1257
2	32	1258
2	4	1259
4	28	1259
2	25	1260
3	7	1260
2	15	1261
4	17	1261
2	11	1262
4	21	1262
2	11	1263
4	14	1263
2	7	1264
2	32	1265
4	32	1266
4	32	1267
2	12	1268
4	20	1268
2	32	1269
2	32	1270
4	32	1271
2	32	1272
2	20	1273
9	1	1274
2	12	1275
4	32	1276
2	2	1277
4	30	1277
2	32	1278
4	32	1279
3	1	1280
4	30	1280
5	1	1280
4	32	1281
2	32	1282
2	1	1283
4	31	1283
2	32	1284
2	32	1285
2	1	1286
3	1	1286
4	30	1286
4	32	1287
2	1	1288
9	1	1288
4	32	1289
2	32	1290
2	32	1291
2	16	1292
4	16	1292
9	1	1293
2	7	1294
4	21	1294
2	2	1295
4	2	1295
2	32	1296
2	32	1297
4	32	1298
2	13	1299
3	1	1299
4	18	1299
4	22	1300
2	10	1301
2	32	1302
3	2	1303
4	30	1303
2	9	1304
4	23	1304
2	32	1305
4	32	1306
2	32	1307
2	32	1308
3	2	1309
4	30	1309
4	32	1310
2	1	1311
3	4	1311
4	1	1311
6	1	1311
7	1	1311
8	4	1311
9	1	1311
10	5	1311
11	4	1311
12	3	1311
17	1	1311
3	1	1312
4	1	1312
12	2	1312
14	1	1312
15	1	1312
4	32	1313
8	1	1314
9	1	1314
2	9	1315
3	1	1315
4	22	1315
2	7	1316
3	25	1316
2	29	1317
7	1	1317
11	1	1317
14	1	1317
3	2	1318
4	26	1318
8	1	1318
9	1	1318
12	1	1318
13	1	1318
4	32	1319
2	32	1320
2	18	1321
4	14	1321
2	32	1322
3	1	1323
4	31	1323
2	16	1324
4	16	1324
2	21	1325
2	11	1326
2	32	1327
2	5	1328
3	1	1328
4	14	1328
2	12	1329
2	14	1330
3	1	1330
4	17	1330
2	32	1331
2	32	1332
2	32	1333
2	11	1334
4	15	1334
2	6	1335
4	32	1336
4	1	1337
9	3	1337
2	10	1338
3	2	1338
4	20	1338
2	17	1339
2	14	1340
2	1	1341
2	5	1342
3	1	1342
4	26	1342
2	13	1343
4	19	1343
2	9	1344
3	1	1344
4	22	1344
2	23	1345
2	1	1346
2	8	1347
2	14	1348
4	18	1348
2	12	1349
4	20	1349
2	13	1350
4	19	1350
4	32	1351
3	32	1352
2	32	1353
2	32	1354
2	6	1355
3	1	1355
4	25	1355
2	32	1356
4	32	1357
2	7	1358
4	25	1358
2	32	1359
4	32	1360
9	1	1361
4	32	1362
2	16	1363
4	16	1363
3	2	1364
4	30	1364
2	6	1365
4	26	1365
4	32	1366
3	32	1367
9	1	1368
2	14	1369
4	18	1369
2	3	1370
4	17	1370
2	12	1371
4	30	1372
10	1	1372
15	1	1372
4	32	1373
2	32	1374
2	12	1375
